LAMMPS data file for 20 A silica coating on SiNW, created by AMAL M S, on 28-NOV-2020

4864 atoms
2 atom types


0.00 50.00  xlo xhi
0.00 50.00  ylo yhi
0.00 50.00  zlo zhi

Masses 

1 28.0855
2 15.9994

Atoms

1	2	-0.65	19.2817	4.145525	0.2998135
2	1	1.3	25.1307	3.87972	0.454922
3	2	-0.65	25.84805	4.86081	1.48583
4	1	1.3	14.39555	6.82835	0.566145
5	1	1.3	19.7817	5.53955	1.024455
6	2	-0.65	18.4689	5.942	1.899285
7	2	-0.65	21.0488	5.0246	1.985445
8	2	-0.65	20.2603	6.7242	0.04777835
9	1	1.3	27.00455	5.85965	2.01656
10	2	-0.65	27.62855	6.71465	0.779465
11	1	1.3	33.97005	5.4726	1.7812
12	2	-0.65	34.469	6.37145	0.4514245
13	2	-0.65	10.23195	9.62805	1.31944
14	2	-0.65	14.86495	8.06735	1.559445
15	1	1.3	16.0326	9.14405	1.845595
16	2	-0.65	16.6257	9.98785	0.61037
17	2	-0.65	17.3599	8.342	2.39966
18	2	-0.65	22.02495	8.38945	1.14594
19	1	1.3	23.3246	8.8905	1.939695
20	2	-0.65	24.62285	9.3597	1.01139
21	2	-0.65	29.22565	9.55025	2.286045
22	2	-0.65	29.9504	7.7056	0.463201
23	2	-0.65	31.74875	8.6895	2.3384
24	1	1.3	30.4545	8.9971	1.354835
25	2	-0.65	36.8867	7.6444	0.89367
26	2	-0.65	36.2531	9.77515	2.345215
27	1	1.3	37.48285	8.9656	1.704385
28	2	-0.65	38.16885	9.99045	0.66706
29	2	-0.65	12.17105	11.3981	0.373087
30	1	1.3	10.91415	10.41445	0.092314
31	2	-0.65	13.90485	12.2156	2.03115
32	2	-0.65	19.08745	10.99905	0.87477
33	1	1.3	19.7264	11.98835	1.98567
34	1	1.3	26.7796	12.4891	1.01999
35	2	-0.65	28.10405	11.90155	1.832585
36	2	-0.65	31.0501	10.154	0.349246
37	2	-0.65	32.93505	11.83075	1.26772
38	2	-0.65	35.30435	12.16925	2.44565
39	1	1.3	39.4883	10.9127	0.268534
40	2	-0.65	39.94865	11.95685	1.50833
41	2	-0.65	6.6709	13.02055	1.935505
42	1	1.3	7.16045	14.1155	0.816905
43	2	-0.65	8.488	13.4225	0.0581625
44	2	-0.65	11.51935	13.6229	1.717655
45	1	1.3	12.78505	12.81115	1.0405
46	2	-0.65	13.46765	13.83595	0.004633655
47	2	-0.65	18.59375	13.1199	2.38098
48	2	-0.65	20.90295	12.8801	1.335845
49	2	-0.65	22.7119	14.64445	0.2384945
50	2	-0.65	25.55485	12.8341	2.083435
51	2	-0.65	27.322	13.8126	0.301227
52	2	-0.65	29.7297	14.94455	0.602565
53	1	1.3	33.94965	12.9143	1.88927
54	2	-0.65	34.4631	13.88915	0.649935
55	2	-0.65	37.07845	14.8168	0.62908
56	2	-0.65	42.41545	13.04855	1.65782
57	1	1.3	42.9468	14.19575	0.66043
58	2	-0.65	7.57225	15.4448	1.614595
59	1	1.3	8.80165	16.4248	1.99038
60	2	-0.65	9.37875	17.1717	0.60732
61	2	-0.65	15.0112	15.68315	1.10861
62	1	1.3	16.17535	16.29465	2.05649
63	2	-0.65	17.1177	17.2381	1.113375
64	2	-0.65	22.04475	16.57785	1.94494
65	1	1.3	23.29995	15.7733	1.25013
66	2	-0.65	24.0402	16.82235	0.2786685
67	2	-0.65	24.35735	15.23385	2.425195
68	1	1.3	30.3195	16.1078	1.58528
69	2	-0.65	31.00725	17.36935	0.75792
70	2	-0.65	31.55845	15.3648	2.3055
71	1	1.3	37.62125	15.9695	1.688345
72	2	-0.65	38.14965	17.0925	0.668475
73	1	1.3	44.74205	16.41255	2.00065
74	2	-0.65	43.45385	15.52635	1.475545
75	2	-0.65	45.32425	17.2619	0.82826
76	2	-0.65	4.884195	18.3617	0.573765
77	1	1.3	5.40675	19.7769	1.2489
78	2	-0.65	6.70965	19.4088	2.196605
79	2	-0.65	11.859	18.09735	1.210685
80	1	1.3	10.7635	17.8532	0.0099947
81	1	1.3	12.6116	19.1239	2.25311
82	2	-0.65	13.86555	19.8757	1.52608
83	1	1.3	19.5781	19.71885	0.79531
84	2	-0.65	21.0152	19.06165	1.41444
85	2	-0.65	33.40715	18.4587	0.48267
86	1	1.3	34.01045	19.3785	1.650765
